,Unnamed: 0,number_of_stars,number_of_planets,number_of_moons,circumbinary,orbital_period_in_days,orbital_semimajor_axis_in_AU,radius_in_Earth_radii,mass_in_Earth_masses_from_Planetary_Systems_data_frame,density_in_grams_per_cubic_centimeter,orbital_eccentricity,insolation_flux_in_Earth_flux,equilibrium_temperature,spectral_type,stellar_mass_in_Sun_masses,stellar_luminosity,stellar_surface_gravity,type,short_description,discovery_reference,planetary parameter reference,description,url,subtitle
1306,1306,1,6,0,0,12.75758,0.10447,2.904,1.63,0.4,0.062,,,,0.94,,4.54,Terrestrial,K2-138 f is a terrestrial exoplanet that orbits a G-type star. Its mass is 1.63 EarthsCOMMA it takes 12.8 days to complete one orbit of its starCOMMA and is 0.10447 AU from its star. Its discovery was announced in 2017.,<a refstr=CHRISTIANSEN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...57C/abstract target=ref>Christiansen et al. 2018</a>,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,K2-138 f is a terrestrial exoplanet that orbits a G-type star. Its mass is 1.63 EarthsCOMMA it takes 12.8 days to complete one orbit of its starCOMMA and is 0.10447 AU from its star. Its discovery was announced in 2017.,/exoplanet-catalog/6152/k2-138-f/,A rocky world outside our solar system
1307,1307,1,6,0,0,41.96797,0.23109,3.013,4.32,0.9,0.059,,,,0.94,,4.54,,,<a refstr=HARDEGREE_ULLMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..219H/abstract target=ref>Hardegree-Ullman et al. 2021</a>,<a refstr=LOPEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...631A..90L/abstract target=ref>Lopez et al. 2019</a>,,,
1310,1310,1,1,0,0,6.569188,0.068,13.563,295.58042,0.66,0.0,204.0,962.0,G6 V,0.96,,4.4,,,<a refstr=GILES_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.1809G/abstract target=ref>Giles et al. 2018</a>,<a refstr=KORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1807K/abstract target=ref>Korth et al. 2019</a>,,,
1362,1362,1,2,0,0,32.939623,0.1429,2.37,8.92,4.11,0.2,,284.0,,0.36,,,,,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,<a refstr=SARKIS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..257S/abstract target=ref>Sarkis et al. 2018</a>,,,
1366,1366,1,1,0,0,4.7369683,0.0526,2.69,20.0,5.6,0.04,146.9,969.0,,0.86,-0.408,4.61,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,,,
1398,1398,1,2,0,0,3.2253993,0.0382,1.73,6.9,7.2,0.02,116.2,913.0,,0.71,-0.733,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,,,
1399,1399,1,2,0,0,7.3744897,0.0662,2.85,12.4,2.9,0.03,38.6,694.0,,0.71,-0.733,,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,<a refstr=AKANA_MURPHY_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..294A/abstract target=ref>Akana Murphy et al. 2021</a>,,,
1419,1419,1,1,0,0,2.1748,0.028,1.75,8.0,8.2,0.0,248.0,1103.0,K5 V,0.7,-0.721,4.57,,,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,<a refstr=PERSSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...618A..33P/abstract target=ref>Persson et al. 2018</a>,,,
1442,1442,1,3,0,0,2.4675,0.03308,1.343,11.26,26.26,0.079,,1121.0,,0.79,,4.64,,,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,,
1443,1443,1,3,0,0,7.06005,0.06666,1.281,12.81,33.91,0.2002,,790.0,,0.79,,4.64,,,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,,
1444,1444,1,3,0,0,24.3645,0.15224,2.358,21.14,8.85,0.1999,,523.0,,0.79,,4.64,,,<a refstr=DAVID_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..222D/abstract target=ref>David et al. 2018</a>,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,,
1445,1445,1,1,0,0,2.18053539,0.03558,16.197,433.20012,0.562,0.042,1860.0,1828.0,,1.26,0.371,4.34,,,<a refstr=SOTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.5356S/abstract target=ref>Soto et al. 2018</a>,<a refstr=IKWUT_UKWA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..209I/abstract target=ref>Ikwut-Ukwa et al. 2020</a>,,,
1446,1446,1,1,0,0,3.20466,0.046,14.572,273.3338,0.56,0.0,,1587.0,G2 V,1.19,,4.11,,,<a refstr=SOTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.5356S/abstract target=ref>Soto et al. 2018</a>,<a refstr=SOTO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.5356S/abstract target=ref>Soto et al. 2018</a>,,,
1478,1478,1,1,0,0,2.6266657,0.0404,17.396,451.3186,0.5,0.0,,1957.0,F6 V,1.39,,4.15,,,<a refstr=JOHNSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481..596J/abstract target=ref>Johnson et al. 2018</a>,<a refstr=JOHNSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481..596J/abstract target=ref>Johnson et al. 2018</a>,,,
1479,1479,1,1,0,0,11.633478,0.1034,9.528,59.75174,0.38,0.286,180.0,1046.0,,1.09,0.328,4.04,,,<a refstr=JOHNSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481..596J/abstract target=ref>Johnson et al. 2018</a>,<a refstr=IKWUT_UKWA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..209I/abstract target=ref>Ikwut-Ukwa et al. 2020</a>,,,
1480,1480,1,1,0,0,50.818947,0.2573,2.41,14.8,5.7,0.14,,470.0,G9 V,0.88,-0.26,4.51,,,<a refstr=MORTIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.1839M/abstract target=ref>Mortier et al. 2018</a>,<a refstr=MORTIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.1839M/abstract target=ref>Mortier et al. 2018</a>,,,
1483,1483,2,1,0,0,2.369172,0.03376,1.71,6.54,7.1,0.084,,,G8 V,0.92,,4.42,,,<a refstr=LAM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A..77L/abstract target=ref>Lam et al. 2018</a>,<a refstr=LAM_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A..77L/abstract target=ref>Lam et al. 2018</a>,,,
1486,1486,2,4,0,0,14.697,0.1035,2.93,8.9,2.03,0.047,13.95,538.0,,0.69,-0.823,4.58,,,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..245R/abstract target=ref>Rodriguez et al. 2018</a>,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..245R/abstract target=ref>Rodriguez et al. 2018</a>,,,
1487,1487,2,4,0,0,19.482,0.1249,2.73,14.3,2.21,0.043,9.58,490.0,,0.69,-0.823,4.58,,,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..245R/abstract target=ref>Rodriguez et al. 2018</a>,<a refstr=RODRIGUEZ_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..245R/abstract target=ref>Rodriguez et al. 2018</a>,,,
1494,1494,3,1,0,0,6.771315,0.06702,4.48,30.9,1.87,0.251,116.0,902.0,,0.87,,4.48,,,<a refstr=VAN_EYLEN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...56V/abstract target=ref>Van Eylen et al. 2016</a>,<a refstr=PETIGURA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..142P/abstract target=ref>Petigura et al. 2017</a>,,,
1508,1508,1,1,0,0,19.89526,0.1461,7.5,37.1,0.48,0.35,,787.0,,1.03,,4.21,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=NOWAK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.497.4423N/abstract target=ref>Nowak et al. 2020</a>,,,
1513,1513,1,4,0,0,3.471745,0.03817,2.59,9.68,3.07,0.0,234.31,1089.0,K2 V,0.83,,4.4,,,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,,,
1514,1514,1,4,0,0,7.138048,0.0824,3.53,15.68,1.95,0.0,50.35,741.0,K2 V,0.83,,4.4,,,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,<a refstr=PALLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A..41P/abstract target=ref>Palle et al. 2019</a>,,,
1521,1521,2,1,0,0,3.2588321,0.04217,13.339,232.0159,0.53,0.066,,1171.0,G7 V,0.94,,4.54,,,<a refstr=SANTERNE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824...55S/abstract target=ref>Santerne et al. 2016</a>,<a refstr=SANTERNE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824...55S/abstract target=ref>Santerne et al. 2016</a>,,,
1522,1522,3,2,0,0,9.21165,0.0923,3.06,10.9,4.1,0.0,,1230.0,,1.19,,4.23,,,<a refstr=HJORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3522H/abstract target=ref>Hjorth et al. 2019</a>,<a refstr=HJORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3522H/abstract target=ref>Hjorth et al. 2019</a>,,,
1523,1523,3,2,0,0,48.36685,0.305,11.276,246.00042,1.01,0.0,,676.0,,1.19,,4.23,,,<a refstr=HJORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3522H/abstract target=ref>Hjorth et al. 2019</a>,<a refstr=HJORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.484.3522H/abstract target=ref>Hjorth et al. 2019</a>,,,
1524,1524,1,1,0,0,2.225177,0.03261,1.589,6.49,8.84,0.0,633.0,,,0.93,-0.166,4.5,,,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..116K/abstract target=ref>Kosiarek et al. 2019</a>,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..116K/abstract target=ref>Kosiarek et al. 2019</a>,,,
1525,1525,1,1,0,0,16.9841,0.13,2.63,24.5,7.4,0.04,67.0,795.0,G3 V,1.0,,4.33,,,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.114L/abstract target=ref>Luque et al. 2019</a>,<a refstr=LUQUE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.114L/abstract target=ref>Luque et al. 2019</a>,,,
1528,1528,1,1,0,0,4.024867,0.0451,10.054,106.47305,0.612,0.0,,852.0,K5 V,0.74,,4.63,,,<a refstr=SMITH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AcA....69..135S/abstract target=ref>Smith et al. 2019</a>,<a refstr=SMITH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AcA....69..135S/abstract target=ref>Smith et al. 2019</a>,,,
1532,1532,1,1,0,0,4.098503,0.04839,11.646,184.02357,0.64,0.0,,1092.0,G6 V,0.9,-0.256,4.54,,,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,,,
1541,1541,2,4,0,0,8.992,0.0795,5.299,15.0,0.55,0.03,,837.0,,0.83,,4.49,,,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,,
1542,1542,2,4,0,0,20.66093,0.13843,3.134,8.1,1.43,0.049,,634.0,,0.83,,4.49,,,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,,
1543,1543,2,4,0,0,31.71701,0.18422,3.484,6.7,0.87,0.05,,550.0,,0.83,,4.49,,,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,,
1544,1544,2,4,0,0,4.34934,0.04899,1.212,2.1,6.3,0.043,,1066.0,,0.83,,4.49,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A..31H/abstract target=ref>Heller et al. 2019</a>,<a refstr=LILLO_BOX_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..48L/abstract target=ref>Lillo-Box et al. 2020</a>,,,
1552,1552,1,1,0,0,12.4551225,0.1016,8.676,82.6358,0.694,0.0697,45.7,650.0,,0.9,-0.325,4.57,,,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,,,
1592,1592,1,2,0,0,1.422614,0.0223,1.43,3.9,7.2,0.0,529.0,1224.0,,0.79,-0.57,4.62,,,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,<a refstr=DAMASSO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A..38D/abstract target=ref>Damasso et al. 2019</a>,,,
1616,1616,1,2,0,0,10.56103,0.0964,2.42,9.9,3.6,,128.3,858.0,G2 V,1.07,,4.35,,,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,,,
1683,1683,1,1,0,0,3.00265,0.045,7.656,135.39558,1.7,0.0,,1400.0,G4 V,0.97,,4.07,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=EIGM_UUML_LLER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..130E/abstract target=ref>Eigm&uuml;ller et al. 2017</a>,,,
1691,1691,1,1,0,0,5.06963,0.05983,2.49,21.3,7.8,0.0,840.0,1372.0,,1.11,,4.03,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,<a refstr=SINUKOFF_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..271S/abstract target=ref>Sinukoff et al. 2017</a>,,,
1730,1730,1,1,0,0,1.217514,0.02466,12.442,8654.15,24.7,0.0099,,,,1.32,0.542,,,,<a refstr=SIVERD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761..123S/abstract target=ref> Siverd et al. 2012 </a>,<a refstr=SIVERD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761..123S/abstract target=ref> Siverd et al. 2012 </a>,,,
1731,1731,1,1,0,0,4.1662739,0.0525,15.681,215.80657,0.308,,600.0,1377.0,G0 V,1.11,0.217,4.32,,,<a refstr=KUHN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459.4281K/abstract target=ref>Kuhn et al. 2016</a>,<a refstr=KUHN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459.4281K/abstract target=ref>Kuhn et al. 2016</a>,,,
1733,1733,1,1,0,0,5.031623,0.06708,19.952,301.9385,0.209,0.0,1749.0,1800.0,,1.59,0.892,3.89,,,<a refstr=STEVENS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..178S/abstract target=ref>Stevens et al. 2017</a>,<a refstr=STEVENS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..178S/abstract target=ref>Stevens et al. 2017</a>,,,
1734,1734,1,1,0,0,1.7100566,0.03005,19.537,408.09372,0.322,0.0,,1970.0,G4,1.24,,4.17,,,<a refstr=RODRIGUEZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..138R/abstract target=ref>Rodriguez et al. 2016</a>,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,,,
1736,1736,2,1,0,0,0.9689951,0.02044,15.861,874.0325,1.2,0.0,,2453.0,F7 V,1.21,0.401,4.25,,,<a refstr=OBERST_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...97O/abstract target=ref>Oberst et al. 2017</a>,<a refstr=OBERST_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...97O/abstract target=ref>Oberst et al. 2017</a>,,,
1737,1737,1,1,0,0,3.0801716,0.04881,17.094,416.3573,0.46,,,2087.0,A,1.64,0.876,4.22,,,<a refstr=ZHOU_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..136Z/abstract target=ref>Zhou et al. 2016</a>,<a refstr=ZHOU_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..136Z/abstract target=ref>Zhou et al. 2016</a>,,,
1738,1738,2,1,0,0,2.8717518,0.0455,17.598,375.0394,0.377,0.0,3152.0,2085.0,F4 V,1.52,0.813,4.06,,,<a refstr=MCLEOD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..263M/abstract target=ref>McLeod et al. 2017</a>,<a refstr=MCLEOD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..263M/abstract target=ref>McLeod et al. 2017</a>,,,
1739,1739,2,1,0,0,4.6117093,0.0637,21.409,1293.5681,0.744,,2340.0,1935.0,A8 V,1.62,0.978,4.13,,,<a refstr=SIVERD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...35S/abstract target=ref>Siverd et al. 2018</a>,<a refstr=SIVERD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...35S/abstract target=ref>Siverd et al. 2018</a>,,,
1741,1741,1,1,0,0,3.4741085,0.0542,19.515,1074.90106,0.806,,4362.5,2262.0,A2 V,1.76,1.104,4.29,,,<a refstr=LUND_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..194L/abstract target=ref>Lund et al. 2017</a>,<a refstr=LUND_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..194L/abstract target=ref>Lund et al. 2017</a>,,,
1742,1742,1,1,0,0,3.6127647,0.05224,17.777,1242.7153,1.24,0.0,2950.0,2051.0,A8 V,1.46,0.905,4.17,,,<a refstr=JOHNSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..100J/abstract target=ref>Johnson et al. 2018</a>,<a refstr=JOHNSON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..100J/abstract target=ref>Johnson et al. 2018</a>,,,
1743,1743,2,1,0,0,2.255251,0.03302,14.83,298.12454,0.503,0.0,991.18,1561.0,G2 V,0.94,0.034,4.42,,,<a refstr=JOHNS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...78J/abstract target=ref>Johns et al. 2019</a>,<a refstr=JOHNS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...78J/abstract target=ref>Johns et al. 2019</a>,,,
1744,1744,1,1,0,0,5.5514926,0.06969,14.258,1646.3594,3.13,0.077,750.9,1459.0,,1.46,0.565,4.25,,,<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..197R/abstract target=ref>Rodriguez et al. 2019</a>,<a refstr=RODRIGUEZ_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..197R/abstract target=ref>Rodriguez et al. 2019</a>,,,
1746,1746,3,1,0,0,2.9895932,0.04317,19.044,286.68266,0.228,0.0,1840.0,1823.0,F,1.2,0.535,4.11,,,<a refstr=EASTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...45E/abstract target=ref>Eastman et al. 2016</a>,<a refstr=EASTMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151...45E/abstract target=ref>Eastman et al. 2016</a>,,,
1751,1751,2,1,0,0,1.4811235,0.03462,21.196,915.3504,0.53,0.0,44900.0,4050.0,B9.5-A0,2.52,1.724,4.09,,,<a refstr=GAUDI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.546..514G/abstract target=ref>Gaudi et al. 2017</a>,<a refstr=GAUDI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.546..514G/abstract target=ref>Gaudi et al. 2017</a>,,,
1795,1795,1,2,0,0,,1.26,0.997,0.96,0.96,,,,,0.26,,,Terrestrial,KMT-2020-BLG-0414L b is a terrestrial exoplanet that orbits an unknown-type star. Its mass is 0.96 EarthsCOMMA it takes 2.8 years to complete one orbit of its starCOMMA and is 1.26 AU from its star. Its discovery was announced in 2021.,<a refstr=ZANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021RAA....21..239Z/abstract target=ref>Zang et al. 2021</a>,<a refstr=ZANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021RAA....21..239Z/abstract target=ref>Zang et al. 2021</a>,KMT-2020-BLG-0414L b is a terrestrial exoplanet that orbits an unknown-type star. Its mass is 0.96 EarthsCOMMA it takes 2.8 years to complete one orbit of its starCOMMA and is 1.26 AU from its star. Its discovery was announced in 2021.,/exoplanet-catalog/8544/kmt-2020-blg-0414l-b/,A rocky world outside our solar system
1806,1806,2,1,0,0,86.647661,0.382,10.54,460.83,2.1,0.772,,511.0,G5 V,0.99,,4.32,,,<a refstr=SANTERNE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...571A..37S/abstract target=ref>Santerne et al. 2014</a>,<a refstr=SANTERNE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...571A..37S/abstract target=ref>Santerne et al. 2014</a>,,,
1807,1807,3,1,0,0,1.763588,0.03641,16.948,2949.4624,3.6,0.00064,,2550.0,,1.72,,4.2,,,<a refstr=BORUCKI_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...736...19B/abstract target=ref> Borucki et al. 2011 </a>,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,,
1826,1826,1,1,0,0,141.241671,0.534,11.097,613.4119,2.46,0.496,,347.0,,1.01,,4.47,,,<a refstr=H_EACUTE_BRARD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.104H/abstract target=ref>H&eacute;brard et al. 2019</a>,<a refstr=H_EACUTE_BRARD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.104H/abstract target=ref>H&eacute;brard et al. 2019</a>,,,
