,number_of_stars,number_of_planets,number_of_moons,circumbinary,orbital_period_in_days,orbital_semimajor_axis_in_AU,radius_in_Earth_radii,mass_in_Earth_masses_from_Planetary_Systems_data_frame,density_in_grams_per_cubic_centimeter,orbital_eccentricity,insolation_flux_in_Earth_flux,equilibrium_temperature,spectral_type,stellar_mass_in_Sun_masses,stellar_luminosity,stellar_surface_gravity,type,short_description,discovery_reference,planetary parameter reference,description,url,subtitle
4594,1,1,0,0,3.3569866,0.0382,12.733,72.78307,,0,,952,K2 V,0.66,,4.52,,,<a refstr=EIGM_UUML_LLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A.142E/abstract target=ref>Eigm&uuml;ller et al. 2019</a>,<a refstr=EIGM_UUML_LLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A.142E/abstract target=ref>Eigm&uuml;ller et al. 2019</a>,,,
4595,1,1,0,0,0.882059,0.01677,14.863,425.57437,0.711,0,,1284,,0.77,-0.592,4.7,,,<a refstr=VINES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.4125V/abstract target=ref>Vines et al. 2019</a>,<a refstr=VINES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.4125V/abstract target=ref>Vines et al. 2019</a>,,,
4596,1,1,0,0,2.4997,0.035,12.218,295.5819,0.89,0.01,503,1345,K0 V,0.89,,4.41,,,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,,,
4597,1,1,0,0,4.43527,0.058,11.994,921.707,2.93,0.06,729,1448,F8 V,1.34,,4.37,,,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,,,
4598,2,2,0,1,5573.55,5.35,,2329.6,,0.08,,,,,,,,,<a refstr=BEUERMANN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...521L..60B/abstract target=ref> Beuermann et al. 2010 </a>,<a refstr=MARSH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.437..475M/abstract target=ref> Marsh et al. 2014 </a>,,,
4599,2,2,0,1,2883.5,3.43,,731,,0.19,,,,,,,,,<a refstr=BEUERMANN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...521L..60B/abstract target=ref> Beuermann et al. 2010 </a>,<a refstr=MARSH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.437..475M/abstract target=ref> Marsh et al. 2014 </a>,,,
4600,2,1,0,1,3225,3.12,,,,0.12,,,,0.42,,,,,<a refstr=ZHU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19..134Z/abstract target=ref>Zhu et al. 2019</a>,<a refstr=ZHU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19..134Z/abstract target=ref>Zhu et al. 2019</a>,,,
4601,2,2,0,1,3160,,,,,0.15,,,,0.46,1.375,5.74,,,<a refstr=QIAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...745L..23Q/abstract target=ref> Qian et al. 2012 </a>,<a refstr=SONG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..184S/abstract target=ref>Song et al. 2019</a>,,,
4602,2,2,0,1,8799,,,,,0.15,,,,0.46,1.375,5.74,,,<a refstr=SONG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..184S/abstract target=ref>Song et al. 2019</a>,<a refstr=SONG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..184S/abstract target=ref>Song et al. 2019</a>,,,
4603,1,1,0,0,,4.3,,830,,,,,K V,0.63,,,,,<a refstr=BOND_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...606L.155B/abstract target=ref> Bond et al. 2004 </a>,<a refstr=BENNETT_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...647L.171B/abstract target=ref>Bennett et al. 2006</a>,,,
4604,1,1,0,0,,3.6,,1200,,,,55,,0.46,,,,,<a refstr=UDALSKI_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...628L.109U/abstract target=ref> Udalski et al. 2005 </a>,<a refstr=DONG_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...695..970D/abstract target=ref>Dong et al. 2009</a>,,,
4605,1,1,0,0,,3.5,,14.1,,,,,,0.69,,,,,<a refstr=GOULD_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...644L..37G/abstract target=ref> Gould et al. 2006 </a>,<a refstr=BENNETT_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..169B/abstract target=ref>Bennett et al. 2015</a>,,,
4606,1,1,0,0,3285,2.6,,5.5,,,,50,,0.22,,,,,<a refstr=BEAULIEU_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006Natur.439..437B/abstract target=ref> Beaulieu et al. 2006 </a>,<a refstr=BEAULIEU_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006Natur.439..437B/abstract target=ref> Beaulieu et al. 2006 </a>,,,
4607,1,2,0,0,1788.5,2.3,,231,,,,,,0.51,,,,,<a refstr=GAUDI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...319..927G/abstract target=ref> Gaudi et al. 2008 </a>,<a refstr=BENNETT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713..837B/abstract target=ref>Bennett et al. 2010</a>,,,
4608,1,2,0,0,4927.5,4.5,,86,,0.15,,,,0.51,,,,,<a refstr=GAUDI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...319..927G/abstract target=ref> Gaudi et al. 2008 </a>,<a refstr=BENNETT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713..837B/abstract target=ref>Bennett et al. 2010</a>,,,
4609,2,1,0,1,2557,2.59,,80,,,,,M,0.41,,,,,<a refstr=BENNETT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..125B/abstract target=ref>Bennett et al. 2016</a>,<a refstr=BENNETT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..125B/abstract target=ref>Bennett et al. 2016</a>,,,
4610,1,1,0,0,,2.8,,20,,,,,,0.64,,,,,<a refstr=SUMI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710.1641S/abstract target=ref> Sumi et al. 2010 </a>,<a refstr=SUMI_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710.1641S/abstract target=ref> Sumi et al. 2010 </a>,,,
4611,2,1,0,0,,15,,57,,,,,,0.71,,,,,<a refstr=POLESKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...42P/abstract target=ref>Poleski et al. 2014</a>,<a refstr=POLESKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...42P/abstract target=ref>Poleski et al. 2014</a>,,,
4612,1,1,0,0,,1.7,,1500,,,,,,0.37,,,,,<a refstr=KOSHIMOTO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...788..128K/abstract target=ref> Koshimoto et al. 2014 </a>,<a refstr=KOSHIMOTO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...788..128K/abstract target=ref> Koshimoto et al. 2014 </a>,,,
4613,1,1,0,0,,8,,60,,,,,,0.41,,,,,<a refstr=POLESKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..104P/abstract target=ref>Poleski et al. 2018</a>,<a refstr=POLESKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..104P/abstract target=ref>Poleski et al. 2018</a>,,,
4614,1,1,0,0,,2.72,,170,,,,,M,0.26,,,,,<a refstr=KAINS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A..70K/abstract target=ref> Kains et al. 2013 </a>,<a refstr=KAINS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A..70K/abstract target=ref> Kains et al. 2013 </a>,,,
4615,1,1,0,0,,1.89,,280,,,,,,0.21,,,,,<a refstr=SKOWRON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804...33S/abstract target=ref>Skowron et al. 2015</a>,<a refstr=SKOWRON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804...33S/abstract target=ref>Skowron et al. 2015</a>,,,
4616,1,2,0,0,,4,,46.1,,,,,,1.06,,,,,<a refstr=HAN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762L..28H/abstract target=ref> Han et al. 2013 </a>,<a refstr=BEAULIEU_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824...83B/abstract target=ref>Beaulieu et al. 2016</a>,,,
4617,1,2,0,0,,4.8,,270,,,,,,1.06,,,,,<a refstr=HAN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762L..28H/abstract target=ref> Han et al. 2013 </a>,<a refstr=BEAULIEU_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824...83B/abstract target=ref>Beaulieu et al. 2016</a>,,,
4618,1,1,0,0,,0.87,,588,,,,,,0.02,,,,,<a refstr=HAN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...778...38H/abstract target=ref> Han et al. 2013 </a>,<a refstr=HAN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...778...38H/abstract target=ref> Han et al. 2013 </a>,,,
4619,1,1,0,0,,3.45,,868,,,,,,0.44,,,,,<a refstr=POLESKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...47P/abstract target=ref> Poleski et al. 2014 </a>,<a refstr=TSAPRAS_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...48T/abstract target=ref> Tsapras et al. 2014 </a>,,,
4620,1,1,0,0,,0.74,,120,,,,,,0.34,,,,,<a refstr=FUKUI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...74F/abstract target=ref>Fukui et al. 2015</a>,<a refstr=FUKUI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...74F/abstract target=ref>Fukui et al. 2015</a>,,,
4621,1,1,0,0,,1.6,,150,,,,,M V,0.29,,,,,<a refstr=HIRAO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824..139H/abstract target=ref>Hirao et al. 2016</a>,<a refstr=HIRAO_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...824..139H/abstract target=ref>Hirao et al. 2016</a>,,,
4622,1,1,0,0,,4.43,,53.1,,,,,,0.4,,,,,<a refstr=POLESKI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..261P/abstract target=ref>Poleski et al. 2020</a>,<a refstr=POLESKI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..261P/abstract target=ref>Poleski et al. 2020</a>,,,
4623,1,1,0,0,,2.6,,35,,,,,M V,0.57,,,,,<a refstr=KOSHIMOTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>,<a refstr=KOSHIMOTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>,,,
4624,1,1,0,0,,0.8,,4100,,,,,,0.1,,,,,<a refstr=JUNG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...798..123J/abstract target=ref>Jung et al. 2015</a>,<a refstr=JUNG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...798..123J/abstract target=ref>Jung et al. 2015</a>,,,
4625,1,1,0,0,,3.6,,92,,,,,,0.54,,,,,<a refstr=MR_OACUTE_Z_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..205M/abstract target=ref>Mr&oacute;z et al. 2017</a>,<a refstr=MR_OACUTE_Z_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..205M/abstract target=ref>Mr&oacute;z et al. 2017</a>,,,
4626,2,1,0,0,,0.702,,1.66,,,,,,0.11,,,,,<a refstr=GOULD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014Sci...345...46G/abstract target=ref>Gould et al. 2014</a>,<a refstr=GOULD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014Sci...345...46G/abstract target=ref>Gould et al. 2014</a>,,,
4627,1,1,0,0,,0.39,,3020,,,,,,0.29,,,,,<a refstr=MIYAZAKI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...76M/abstract target=ref>Miyazaki et al. 2020</a>,<a refstr=MIYAZAKI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...76M/abstract target=ref>Miyazaki et al. 2020</a>,,,
4628,1,1,0,0,,2.6,,200,,,,,,0.46,,,,,<a refstr=MR_OACUTE_Z_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..205M/abstract target=ref>Mr&oacute;z et al. 2017</a>,<a refstr=MR_OACUTE_Z_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..205M/abstract target=ref>Mr&oacute;z et al. 2017</a>,,,
4629,1,1,0,0,,1.8,,860,,,,,,0.33,,,,,<a refstr=HIRAO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....1H/abstract target=ref>Hirao et al. 2017</a>,<a refstr=HIRAO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....1H/abstract target=ref>Hirao et al. 2017</a>,,,
4630,1,1,0,0,,3.11,,160,,,,,,0.71,,,,,<a refstr=UDALSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..237U/abstract target=ref>Udalski et al. 2015</a>,<a refstr=UDALSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799..237U/abstract target=ref>Udalski et al. 2015</a>,,,
4631,1,1,0,0,,3.49,,181.16219,,,,,M,0.52,,,,,<a refstr=MIYAZAKI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..123M/abstract target=ref>Miyazaki et al. 2022</a>,<a refstr=MIYAZAKI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..123M/abstract target=ref>Miyazaki et al. 2022</a>,,,
4632,1,1,0,0,,4.53,,1169.60854,,,,,,0.73,,,,,<a refstr=RATTENBURY_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.466.2710R/abstract target=ref>Rattenbury et al. 2017</a>,<a refstr=XIE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021RAA....21..303X/abstract target=ref>Xie et al. 2021</a>,,,
4633,1,2,0,0,,1.5,,55.3,,,,,,0.4,,,,,<a refstr=SUZUKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..263S/abstract target=ref>Suzuki et al. 2018</a>,<a refstr=SUZUKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..263S/abstract target=ref>Suzuki et al. 2018</a>,,,
4634,1,2,0,0,,1.7,,83.7,,,,,,0.4,,,,,<a refstr=SUZUKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..263S/abstract target=ref>Suzuki et al. 2018</a>,<a refstr=SUZUKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..263S/abstract target=ref>Suzuki et al. 2018</a>,,,
4635,1,1,0,0,,1.75,,180,,,,,,0.51,,,,,<a refstr=BHATTACHARYA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..140B/abstract target=ref>Bhattacharya et al. 2016</a>,<a refstr=BHATTACHARYA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..140B/abstract target=ref>Bhattacharya et al. 2016</a>,,,
4636,1,1,0,0,,0.73,,230,,,,,,0.1,,,,,<a refstr=HAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...95H/abstract target=ref>Han et al. 2016</a>,<a refstr=HAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...95H/abstract target=ref>Han et al. 2016</a>,,,
4637,1,1,0,0,,1.6,,1100,,,,,,0.3,,,,,<a refstr=SHIN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016JKAS...49...73S/abstract target=ref>Shin et al. 2016</a>,<a refstr=BENNETT_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...68B/abstract target=ref>Bennett et al. 2017</a>,,,
4638,1,1,0,0,,2.7,,21,,,,,,0.38,,,,,<a refstr=STREET_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...819...93S/abstract target=ref>Street et al. 2016</a>,<a refstr=STREET_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...819...93S/abstract target=ref>Street et al. 2016</a>,,,
4639,1,1,0,0,,2.07,,807,,,,,,0.34,,,,,<a refstr=NAGAKANE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..212N/abstract target=ref>Nagakane et al. 2019</a>,<a refstr=NAGAKANE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..212N/abstract target=ref>Nagakane et al. 2019</a>,,,
4640,1,1,0,0,,2.62,,17.9,,,,,,0.55,,,,,<a refstr=RANC_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..232R/abstract target=ref>Ranc et al. 2019</a>,<a refstr=RANC_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..232R/abstract target=ref>Ranc et al. 2019</a>,,,
4641,1,1,0,0,,0.85,,138,,,,,,0.08,,,,,<a refstr=ZHANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..116Z/abstract target=ref>Zhang et al. 2020</a>,<a refstr=ZHANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..116Z/abstract target=ref>Zhang et al. 2020</a>,,,
4642,1,1,0,0,,5.4,,1300,,,,,,0.13,,,,,<a refstr=HAN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..133H/abstract target=ref>Han et al. 2017</a>,<a refstr=HAN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..133H/abstract target=ref>Han et al. 2017</a>,,,
4643,2,1,0,1,,6.4,,1330,,,,,,0.72,,,,,<a refstr=HAN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..223H/abstract target=ref>Han et al. 2017</a>,<a refstr=HAN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..223H/abstract target=ref>Han et al. 2017</a>,,,
4644,1,1,0,0,,1.7,,140,,,,,,0.3,,,,,<a refstr=CALCHI_NOVATI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..121C/abstract target=ref>Calchi Novati et al. 2019</a>,<a refstr=CALCHI_NOVATI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..121C/abstract target=ref>Calchi Novati et al. 2019</a>,,,
4645,1,1,0,0,1220,2.17,,4253,,0.42,,,,0.88,,,,,<a refstr=RYU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...40R/abstract target=ref>Ryu et al. 2018</a>,<a refstr=RYU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...40R/abstract target=ref>Ryu et al. 2018</a>,,,
4646,1,1,0,0,,1.16,,1.43,,,,,,0.08,,,,,<a refstr=SHVARTZVALD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...840L...3S/abstract target=ref>Shvartzvald et al. 2017</a>,<a refstr=SHVARTZVALD_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017ApJ...840L...3S/abstract target=ref>Shvartzvald et al. 2017</a>,,,
4647,1,1,0,0,,3.4,,250,,,,,,0.1,,,,,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>,,,
4648,1,1,0,0,,3.913,,3.269,,,,,,0.4,,,,,<a refstr=HWANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...20H/abstract target=ref>Hwang et al. 2018</a>,<a refstr=HWANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...20H/abstract target=ref>Hwang et al. 2018</a>,,,
4649,1,1,0,0,,2.424,,127,,,,,,0.25,,,,,<a refstr=SKOWRON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AcA....68...43S/abstract target=ref>Skowron et al. 2018</a>,<a refstr=SKOWRON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AcA....68...43S/abstract target=ref>Skowron et al. 2018</a>,,,
4650,1,1,0,0,,3.5,,130,,,,,,0.56,,,,,<a refstr=HIRAO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...74H/abstract target=ref>Hirao et al. 2020</a>,<a refstr=HIRAO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...74H/abstract target=ref>Hirao et al. 2020</a>,,,
4651,1,1,0,0,,1.8,,9,,,,,,0.2,,,,,<a refstr=HAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..211H/abstract target=ref>Han et al. 2018</a>,<a refstr=HAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..211H/abstract target=ref>Han et al. 2018</a>,,,
4652,1,1,0,0,,4.06,,160,,,,,,0.7,,,,,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.110H/abstract target=ref>Han et al. 2020</a>,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.110H/abstract target=ref>Han et al. 2020</a>,,,
4653,1,1,0,0,,3.92,,1760,,,,,,0.55,,,,,<a refstr=KIM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020JKAS...53..161K/abstract target=ref>Kim et al. 2020</a>,<a refstr=KIM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020JKAS...53..161K/abstract target=ref>Kim et al. 2020</a>,,,
4654,1,1,0,0,,2.73,,959.84179,,,,,,0.45,,,,,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...655A..21H/abstract target=ref>Han et al. 2021</a>,<a refstr=HAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...655A..21H/abstract target=ref>Han et al. 2021</a>,,,
4655,1,1,0,0,,1.02,,505,,,,,,0.21,,,,,<a refstr=CALCHI_NOVATI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..261C/abstract target=ref>Calchi Novati et al. 2018</a>,<a refstr=CALCHI_NOVATI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..261C/abstract target=ref>Calchi Novati et al. 2018</a>,,,
4656,1,1,0,0,,3.04,,3585,,,,,,0.81,,,,,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.110H/abstract target=ref>Han et al. 2020</a>,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...642A.110H/abstract target=ref>Han et al. 2020</a>,,,
4657,1,1,0,0,,1.18,,4.43,,,,,,0.23,,,,,<a refstr=UDALSKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AcA....68....1U/abstract target=ref>Udalski et al. 2018</a>,<a refstr=BLACKMAN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..279B/abstract target=ref>Blackman et al. 2021</a>,,,
4658,1,1,0,0,,0.59,,240,,,,,,0.04,,,,,<a refstr=JUNG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..219J/abstract target=ref>Jung et al. 2018</a>,<a refstr=JUNG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..219J/abstract target=ref>Jung et al. 2018</a>,,,
4659,1,1,0,0,,2.41,,14.62011,,,,,,0.45,,,,,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A..33H/abstract target=ref>Han et al. 2022</a>,<a refstr=HAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...664A..33H/abstract target=ref>Han et al. 2022</a>,,,
4660,1,1,0,0,,1.8,,6.4,,,,,,0.1,,,,,<a refstr=WANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.1778W/abstract target=ref>Wang et al. 2022</a>,<a refstr=WANG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.510.1778W/abstract target=ref>Wang et al. 2022</a>,,,
4661,1,1,0,0,,1.064,,6.228,,,,,,0.2,,,,,<a refstr=RYU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..183R/abstract target=ref>Ryu et al. 2020</a>,<a refstr=RYU_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..183R/abstract target=ref>Ryu et al. 2020</a>,,,
4662,1,1,0,0,,2.72,,101.70509,,,,,,0.25,,,,,<a refstr=JUNG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..293J/abstract target=ref>Jung et al. 2021</a>,<a refstr=JUNG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..293J/abstract target=ref>Jung et al. 2021</a>,,,
4663,1,1,0,0,,0.97,,13.93,,,,,,0.23,,,,,<a refstr=JUNG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...28J/abstract target=ref>Jung et al. 2019</a>,<a refstr=JUNG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...28J/abstract target=ref>Jung et al. 2019</a>,,,
4664,1,1,0,0,,0.63,,3.96,,,,,,0.12,,,,,<a refstr=HERRERA_MART_IACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..256H/abstract target=ref>Herrera-Mart&iacute;n et al. 2020</a>,<a refstr=HERRERA_MART_IACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..256H/abstract target=ref>Herrera-Mart&iacute;n et al. 2020</a>,,,
